0.322580645161 107.981582455 9.14732
0.645161290323 134.97586129 9.14732
1.29032258065 161.578005078 9.14732
1.93548387097 196.541558995 9.14732
2.25806451613 184.788786229 9.14732
2.58064516129 190.066258868 9.14732
3.22580645161 182.572009303 9.14732
3.87096774194 192.876518204 9.14732
4.51612903226 200.749649173 9.14732
4.83870967742 205.125557233 9.14732
5.48387096774 216.153469192 9.14732
5.8064516129 209.144059943 9.14732
6.45161290323 224.30143876 9.14732
7.09677419355 222.169031641 9.14732
7.41935483871 215.50526061 9.14732
8.70967741935 214.289831858 9.14732
9.35483870968 218.138889265 9.14732
10.6451612903 235.562926291 9.14732
10.9677419355 219.933495586 9.14732
11.2903225806 249.062546213 9.14732
12.2580645161 228.005562493 9.14732
12.9032258065 227.599427514 9.14732
13.5483870968 239.78774989 9.14732
13.8709677419 231.067929848 9.14732
14.8387096774 221.86043379 9.14732
16.4516129032 219.615410595 9.14732
16.7741935484 232.998074646 9.14732
17.0967741935 234.775157148 9.14732
17.4193548387 232.776784444 9.14732
18.064516129 251.712113132 9.14732
18.3870967742 232.454916925 9.14732
19.3548387097 237.893987829 9.14732
20.3225806452 245.638558962 9.14732
21.2903225806 240.527514693 9.14732
21.6129032258 247.876170364 9.14732
22.9032258065 242.33813382 9.14732
23.5483870968 241.551476184 9.14732
24.5161290323 251.278148322 9.14732
25.1612903226 242.231691962 9.14732
25.8064516129 234.65459949 9.14732
27.0967741935 249.998695993 9.14732
27.4193548387 248.9103825 9.14732
28.3870967742 251.377118588 9.14732
29.0322580645 253.317371213 9.14732
29.6774193548 255.752073784 9.14732
30.6451612903 262.050997404 9.14732
30.9677419355 252.267202409 9.14732
31.6129032258 252.769045328 9.14732
32.2580645161 260.989654771 9.14732
32.9032258065 255.608444049 9.14732
34.1935483871 253.117953173 9.14732
34.5161290323 246.829219049 9.14732
35.1612903226 256.637538478 9.14732
35.4838709677 245.493718216 9.14732
35.8064516129 269.938131823 9.14732
36.7741935484 264.283429823 9.14732
38.064516129 267.810285052 9.14732
41.6129032258 273.348005791 9.14732
42.9032258065 247.777274242 9.14732
45.1612903226 262.156424107 9.14732
46.4516129032 251.201601431 9.14732
47.7419354839 261.496131173 9.14732
54.1935483871 254.161920785 9.14732
56.4516129032 267.391529582 9.14732
57.7419354839 260.913243452 9.14732
58.064516129 239.403482907 9.14732
59.3548387097 255.701180294 9.14732
60.9677419355 246.391856369 9.14732
62.5806451613 259.251714364 9.14732
65.4838709677 258.046072157 9.14732
66.1290322581 268.474593682 9.14732
66.4516129032 233.614310729 9.14732
72.9032258065 243.191745609 9.14732
73.5483870968 232.692929088 9.14732
75.4838709677 250.634240374 9.14732
75.8064516129 223.997682367 9.14732
76.7741935484 235.208308704 9.14732
77.7419354839 256.387522727 9.14732
78.3870967742 247.384082253 9.14732
80.0 252.374153081 9.14732
83.8709677419 243.57337843 9.14732
84.1935483871 242.609305258 9.14732
88.7096774194 227.094310572 9.14732
93.5483870968 228.921308897 9.14732
94.1935483871 234.595162317 9.14732
95.1612903226 246.114797998 9.14732
96.1290322581 221.59958666 9.14732
97.7419354839 228.628597351 9.14732
103.225806452 229.252752875 9.14732
109.032258065 223.188496503 9.14732
112.580645161 220.265804849 9.14732
119.032258065 219.000863597 9.14732
126.451612903 221.91912563 9.14732
130.0 208.367810584 9.14732
130.322580645 220.240032746 9.14732
131.612903226 217.384641829 9.14732
146.451612903 223.206508586 9.14732
148.709677419 228.129552547 9.14732
150.322580645 208.524926936 9.14732
179.35483871 197.478941658 9.14732
182.580645161 200.639272269 9.14732
182.903225806 192.739331781 9.14732
188.387096774 197.742695593 9.14732
