0.322580645161 25.5342374333 8.167
0.645161290323 30.509911254 8.167
1.61290322581 51.3817791536 8.167
1.93548387097 55.6168300836 8.167
2.58064516129 69.4942769052 8.167
3.54838709677 76.6881517813 8.167
3.87096774194 95.5096662312 8.167
4.51612903226 97.9258872159 8.167
5.16129032258 96.8341347345 8.167
5.48387096774 105.536976625 8.167
5.8064516129 108.414921188 8.167
6.45161290323 112.327365715 8.167
6.77419354839 100.770520506 8.167
7.09677419355 107.111767184 8.167
7.74193548387 121.886477592 8.167
8.70967741935 133.559531078 8.167
9.03225806452 134.089679658 8.167
9.35483870968 120.712626765 8.167
10.6451612903 132.280221598 8.167
11.935483871 137.331678177 8.167
12.2580645161 140.093525336 8.167
12.5806451613 135.959475855 8.167
12.9032258065 158.459906099 8.167
13.2258064516 150.729889154 8.167
13.5483870968 144.150009007 8.167
13.8709677419 142.951027218 8.167
14.1935483871 160.34881895 8.167
14.5161290323 145.941272568 8.167
14.8387096774 158.352386879 8.167
15.4838709677 145.207655939 8.167
16.1290322581 158.936346214 8.167
17.4193548387 167.850264148 8.167
17.7419354839 188.023274314 8.167
18.064516129 162.97032551 8.167
18.3870967742 179.195564975 8.167
18.7096774194 170.771205878 8.167
20.0 181.560968231 8.167
20.6451612903 187.34381907 8.167
21.6129032258 182.877080867 8.167
22.2580645161 178.142958724 8.167
22.5806451613 177.590631466 8.167
25.1612903226 177.112490638 8.167
25.8064516129 179.236212709 8.167
26.1290322581 172.778266912 8.167
27.4193548387 209.831342442 8.167
28.7096774194 186.537117693 8.167
29.3548387097 183.297545095 8.167
31.6129032258 195.965005092 8.167
33.5483870968 195.560215322 8.167
34.8387096774 205.018407742 8.167
35.4838709677 197.384211948 8.167
37.7419354839 195.530890944 8.167
38.3870967742 199.13939985 8.167
39.0322580645 194.538439171 8.167
40.3225806452 203.006513471 8.167
41.2903225806 217.220919731 8.167
41.935483871 201.493203311 8.167
43.2258064516 205.356054261 8.167
44.8387096774 207.276323333 8.167
45.1612903226 209.028620098 8.167
47.7419354839 212.856178419 8.167
48.3870967742 197.6009079 8.167
48.7096774194 211.133178832 8.167
50.9677419355 216.977915528 8.167
51.6129032258 229.338050626 8.167
51.935483871 218.166455705 8.167
53.5483870968 204.52428709 8.167
53.8709677419 202.506816972 8.167
56.7741935484 207.632546034 8.167
58.7096774194 206.993509756 8.167
63.5483870968 201.690833148 8.167
68.7096774194 208.262155626 8.167
70.9677419355 215.646912741 8.167
75.1612903226 210.373468476 8.167
82.2580645161 215.781482948 8.167
84.8387096774 212.591519282 8.167
85.4838709677 216.244476388 8.167
89.3548387097 207.784137768 8.167
89.6774193548 208.690975056 8.167
91.2903225806 209.653169518 8.167
101.935483871 215.272933452 8.167
105.161290323 201.943870511 8.167
107.096774194 211.687917583 8.167
110.322580645 200.747676939 8.167
111.935483871 208.798208741 8.167
117.419354839 193.965042152 8.167
117.741935484 213.526033037 8.167
129.032258065 200.914438629 8.167
129.677419355 204.590079135 8.167
132.580645161 190.776528253 8.167
132.903225806 193.754905173 8.167
135.483870968 208.240359155 8.167
135.806451613 208.893053457 8.167
136.451612903 206.392335693 8.167
138.709677419 217.519605995 8.167
139.032258065 215.87653048 8.167
142.903225806 211.542174535 8.167
150.322580645 199.525450451 8.167
166.774193548 202.625673578 8.167
187.419354839 188.078794756 8.167
